date,stock_symbol,action,predicted_return,actual_return,weight,cost,pnl
2024-07-01,JBMA,BUY,0.05821254849433899,0.013996124267578125,0.05,0.00034695300000000005,0.0
2024-07-01,TECHM,BUY,0.046896547079086304,-0.009459316730499268,0.05,0.00034695300000000005,0.0
2024-07-01,CRISIL,BUY,0.03929048404097557,-0.04246169328689575,0.05,0.00034695300000000005,0.0
2024-07-01,SUNDRMFAST,BUY,0.05234449356794357,0.031298160552978516,0.05,0.00034695300000000005,0.0
2024-07-01,TCS,BUY,0.037317000329494476,-0.002153337001800537,0.05,0.00034695300000000005,0.0
2024-07-01,HINDUNILVR,BUY,0.03940373286604881,0.028687596321105957,0.05,0.00034695300000000005,0.0
2024-07-01,JYOTHYLAB,BUY,0.03864935040473938,0.09965753555297852,0.05,0.00034695300000000005,0.0
2024-07-01,WOCKPHARMA,BUY,0.06336312741041183,0.056490421295166016,0.05,0.00034695300000000005,0.0
2024-07-01,LTIM,BUY,0.0343349426984787,-0.00817418098449707,0.05,0.00034695300000000005,0.0
2024-07-01,BAJAJHLDNG,BUY,0.05705486610531807,0.12937390804290771,0.05,0.00034695300000000005,0.0
2024-07-01,WIPRO,BUY,0.036770135164260864,0.02777242660522461,0.05,0.00034695300000000005,0.0
2024-07-01,EMAMILTD,BUY,0.03943281248211861,0.04761910438537598,0.05,0.00034695300000000005,0.0
2024-07-01,KAJARIACER,BUY,0.054934218525886536,-0.04698866605758667,0.05,0.00034695300000000005,0.0
2024-07-01,SONATSOFTW,BUY,0.0428934209048748,0.017628073692321777,0.05,0.00034695300000000005,0.0
2024-07-01,ALOKINDS,BUY,0.05923356115818024,-0.04692286252975464,0.05,0.00034695300000000005,0.0
2024-07-01,MPHASIS,BUY,0.03880817070603371,0.039426565170288086,0.05,0.00034695300000000005,0.0
2024-07-01,UNOMINDA,BUY,0.05523408576846123,-0.01563209295272827,0.05,0.00034695300000000005,0.0
2024-07-01,CASTROLIND,BUY,0.06477587670087814,0.16284406185150146,0.05,0.00034695300000000005,0.0
2024-07-01,BSOFT,BUY,0.054862938821315765,-0.01729506254196167,0.05,0.00034695300000000005,0.0
2024-07-01,REDINGTON,BUY,0.04340466484427452,-0.0336650013923645,0.05,0.00034695300000000005,0.0
2024-07-08,ITC,BUY,0.03331855684518814,0.03541111946105957,0.05,0.0006245154,0.0
2024-07-08,GMRAIRPORT,BUY,0.029706288129091263,-0.016064226627349854,0.05,0.0006245154,0.0
2024-07-08,EIDPARRY,BUY,0.027298737317323685,0.012917280197143555,0.05,0.0006245154,0.0
2024-07-08,IFCI,BUY,0.01844876818358898,0.17825675010681152,0.05,0.0006245154,0.0
2024-07-08,TATACONSUM,BUY,0.019321851432323456,-0.010848939418792725,0.05,0.0006245154,0.0
2024-07-08,GODREJCP,BUY,0.044314585626125336,-0.0007287859916687012,0.05,0.0006245154,0.0
2024-07-08,GAIL,BUY,0.02706190198659897,0.02288818359375,0.05,0.0006245154,0.0
2024-07-08,GESHIP,BUY,0.02570941299200058,-0.00046443939208984375,0.05,0.0006245154,0.0
2024-07-08,OLECTRA,BUY,0.030142037197947502,-0.0548437237739563,0.05,0.0006245154,0.0
2024-07-08,RCF,BUY,0.09304169565439224,-0.009024977684020996,0.05,0.0006245154,0.0
2024-07-08,JINDALSAW,BUY,0.022017523646354675,-0.02665954828262329,0.05,0.0006245154,0.0
2024-07-08,ONGC,BUY,0.02462536096572876,0.07579827308654785,0.05,0.0006245154,0.0
2024-07-08,GMDCLTD,BUY,0.031667567789554596,-0.003974795341491699,0.05,0.0006245154,0.0
2024-07-08,PGHH,BUY,0.01963035948574543,0.002591371536254883,0.05,0.0006245154,0.0
2024-07-08,FACT,BUY,0.02039279416203499,-0.03966110944747925,0.05,0.0006245154,0.0
2024-07-08,DABUR,BUY,0.03088642656803131,0.0192108154296875,0.05,0.0006245154,0.0
2024-07-08,GILLETTE,BUY,0.0416753925383091,0.03243052959442139,0.05,0.0006245154,0.0
2024-07-08,BEL,BUY,0.0316237136721611,-0.01405322551727295,0.05,0.0006245154,0.0
2024-07-08,REDINGTON,SELL,-0.03162001818418503,-0.010158896446228027,0.0,0.0006245154,-512.737729933479
2024-07-08,TECHM,SELL,-0.0022047131787985563,0.02547740936279297,0.0,0.0006245154,1285.8905601025963
2024-07-08,MPHASIS,SELL,-0.0021203451324254274,0.06114017963409424,0.0,0.0006245154,3085.8545590304125
2024-07-08,CRISIL,SELL,-0.014133734628558159,0.07232320308685303,0.0,0.0006245154,3650.2818163915604
2024-07-08,SUNDRMFAST,SELL,-0.008460373617708683,-0.014356672763824463,0.0,0.0006245154,-724.607032002414
2024-07-08,TCS,SELL,-0.002101735444739461,0.046925902366638184,0.0,0.0006245154,2368.4344832045026
2024-07-08,UNOMINDA,SELL,-0.03310898691415787,-0.09139817953109741,0.0,0.0006245154,-4613.030100353832
2024-07-08,HINDUNILVR,SELL,-0.002842470770701766,0.014997243881225586,0.0,0.0006245154,756.9378055599252
2024-07-08,JYOTHYLAB,SELL,0.018074149265885353,0.02452373504638672,0.0,0.0006245154,1237.7569063461824
2024-07-08,WOCKPHARMA,SELL,-0.016364429146051407,-0.026279866695404053,0.0,0.0006245154,-1326.3920213852589
2024-07-08,LTIM,SELL,-0.0131062101572752,0.015650629997253418,0.0,0.0006245154,789.9153750897883
2024-07-08,CASTROLIND,SELL,0.011835360899567604,0.06903362274169922,0.0,0.0006245154,3484.2507944655304
2024-07-08,BAJAJHLDNG,SELL,0.007479965686798096,0.004944205284118652,0.0,0.0006245154,249.5429111934081
2024-07-08,BSOFT,SELL,-0.02763080783188343,0.043660879135131836,0.0,0.0006245154,2203.6429028627003
2024-07-08,WIPRO,SELL,-0.0038793557323515415,0.03281259536743164,0.0,0.0006245154,1656.1105579700534
2024-07-08,KAJARIACER,SELL,-0.026280447840690613,-0.04614579677581787,0.0,0.0006245154,-2329.061154431756
2024-07-08,SONATSOFTW,SELL,-0.008891328237950802,0.0834646224975586,0.0,0.0006245154,4212.609243107584
2024-07-08,ALOKINDS,SELL,-0.005886889528483152,-0.023189544677734375,0.0,0.0006245154,-1170.4179247409593
2024-07-08,JBMA,HOLD,0.03070971928536892,-0.05481088161468506,0.05,0.0,0.0
2024-07-08,EMAMILTD,HOLD,0.02783912979066372,0.002597332000732422,0.05,0.0,0.0
2024-07-15,YESBANK,BUY,0.05567444488406181,-0.053849101066589355,0.05,0.0005898201000000002,0.0
2024-07-15,NLCINDIA,BUY,0.08016251772642136,-0.11185860633850098,0.05,0.0005898201000000002,0.0
2024-07-15,CRISIL,BUY,0.06522038578987122,-0.06578594446182251,0.05,0.0005898201000000002,0.0
2024-07-15,J&KBANK,BUY,0.05541248247027397,-0.044317543506622314,0.05,0.0005898201000000002,0.0
2024-07-15,KSB,BUY,0.0781436488032341,-0.04635500907897949,0.05,0.0005898201000000002,0.0
2024-07-15,GODFRYPHLP,BUY,0.10600742697715759,-0.11660772562026978,0.05,0.0005898201000000002,0.0
2024-07-15,LICHSGFIN,BUY,0.05023222416639328,-0.04063618183135986,0.05,0.0005898201000000002,0.0
2024-07-15,IOB,BUY,0.053185731172561646,-0.07258176803588867,0.05,0.0005898201000000002,0.0
2024-07-15,MAHABANK,BUY,0.05938511714339256,-0.06060606241226196,0.05,0.0005898201000000002,0.0
2024-07-15,IDBI,BUY,0.060117486864328384,-0.059903740882873535,0.05,0.0005898201000000002,0.0
2024-07-15,BAJAJ-AUTO,BUY,0.04148062318563461,-0.0365411639213562,0.05,0.0005898201000000002,0.0
2024-07-15,ESCORTS,BUY,0.038917556405067444,0.03593432903289795,0.05,0.0005898201000000002,0.0
2024-07-15,CASTROLIND,BUY,0.06727732717990875,-0.09007382392883301,0.05,0.0005898201000000002,0.0
2024-07-15,IDEA,BUY,0.043942999094724655,-0.12770819664001465,0.05,0.0005898201000000002,0.0
2024-07-15,SHRIRAMFIN,BUY,0.04285525158047676,-0.04617124795913696,0.05,0.0005898201000000002,0.0
2024-07-15,CANBK,BUY,0.0414925143122673,-0.039200663566589355,0.05,0.0005898201000000002,0.0
2024-07-15,UCOBANK,BUY,0.05382513999938965,-0.035398244857788086,0.05,0.0005898201000000002,0.0
2024-07-15,ITC,SELL,0.01787511445581913,0.07023417949676514,0.0,0.0005898201000000002,3506.4941069299334
2024-07-15,JBMA,SELL,-0.0018891820218414068,-0.08328628540039062,0.0,0.0005898201000000002,-4158.130286949608
2024-07-15,EIDPARRY,SELL,-0.013307640329003334,-0.04671722650527954,0.0,0.0005898201000000002,-2332.3925844455625
2024-07-15,GMRAIRPORT,SELL,0.002669740002602339,-0.03877556324005127,0.0,0.0005898201000000002,-1935.8990874292351
2024-07-15,TATACONSUM,SELL,-0.007360943127423525,0.08075189590454102,0.0,0.0005898201000000002,4031.598989858409
2024-07-15,GODREJCP,SELL,-0.024873338639736176,0.05330038070678711,0.0,0.0005898201000000002,2661.061497188546
2024-07-15,DABUR,SELL,0.0043003554455935955,0.029627323150634766,0.0,0.0005898201000000002,1479.1663371904913
2024-07-15,GESHIP,SELL,-0.022416504099965096,-0.05466800928115845,0.0,0.0005898201000000002,-2729.3413798733427
2024-07-15,RCF,SELL,-0.0005863562109880149,-0.06542646884918213,0.0,0.0005898201000000002,-3266.465545702838
2024-07-15,OLECTRA,SELL,-0.00017266818031203002,-0.05673116445541382,0.0,0.0005898201000000002,-2832.34594989956
2024-07-15,JINDALSAW,SELL,-0.00548406969755888,-0.025587856769561768,0.0,0.0005898201000000002,-1277.4929473699917
2024-07-15,ONGC,SELL,0.03566892817616463,-0.03260207176208496,0.0,0.0005898201000000002,-1627.6828935222777
2024-07-15,GMDCLTD,SELL,0.03378210961818695,-0.06807506084442139,0.0,0.0005898201000000002,-3398.6984882603283
2024-07-15,PGHH,SELL,-0.028972508385777473,-0.0031456947326660156,0.0,0.0005898201000000002,-157.05116969155958
2024-07-15,FACT,SELL,-0.017123453319072723,-0.06284445524215698,0.0,0.0005898201000000002,-3137.55657912961
2024-07-15,EMAMILTD,SELL,-0.018234040588140488,0.04708564281463623,0.0,0.0005898201000000002,2350.786045106915
2024-07-15,BEL,SELL,-0.009035377763211727,-0.09227311611175537,0.0,0.0005898201000000002,-4606.804552886306
2024-07-15,GILLETTE,HOLD,0.049246229231357574,-0.0025905966758728027,0.05,0.0,0.0
2024-07-15,GAIL,HOLD,0.03851824626326561,-0.08060455322265625,0.05,0.0,0.0
2024-07-15,IFCI,HOLD,0.06019149348139763,-0.10051536560058594,0.05,0.0,0.0
2024-07-23,TORNTPHARM,BUY,0.03992588818073273,-0.010316550731658936,0.05,0.0006939060000000001,0.0
2024-07-23,GODREJCP,BUY,0.05000726133584976,-0.045295655727386475,0.05,0.0006939060000000001,0.0
2024-07-23,RAMCOCEM,BUY,0.049469850957393646,0.037801146507263184,0.05,0.0006939060000000001,0.0
2024-07-23,KAJARIACER,BUY,0.025667771697044373,0.0391768217086792,0.05,0.0006939060000000001,0.0
2024-07-23,NCC,BUY,0.02797851152718067,0.005934715270996094,0.05,0.0006939060000000001,0.0
2024-07-23,UNOMINDA,BUY,0.02931954152882099,0.04358518123626709,0.05,0.0006939060000000001,0.0
2024-07-23,AJANTPHARM,BUY,0.027944402769207954,0.08636176586151123,0.05,0.0006939060000000001,0.0
2024-07-23,DABUR,BUY,0.03141368180513382,-0.020076990127563477,0.05,0.0006939060000000001,0.0
2024-07-23,TITAN,BUY,0.09395626187324524,0.002608060836791992,0.05,0.0006939060000000001,0.0
2024-07-23,BATAINDIA,BUY,0.040485382080078125,0.02234506607055664,0.05,0.0006939060000000001,0.0
2024-07-23,ASAHIINDIA,BUY,0.0852435752749443,-0.013982415199279785,0.05,0.0006939060000000001,0.0
2024-07-23,SUNDARMFIN,BUY,0.0807405486702919,-0.04630088806152344,0.05,0.0006939060000000001,0.0
2024-07-23,PGHH,BUY,0.04072054475545883,0.017888426780700684,0.05,0.0006939060000000001,0.0
2024-07-23,GLAXO,BUY,0.029554978013038635,-0.002025008201599121,0.05,0.0006939060000000001,0.0
